Birth Rate,Business Tax Rate,CO2 Emissions,Country,Date,Days to Start Business,Ease of Business,Energy Usage,GDP,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Region,Tourism Inbound,Tourism Outbound
0.039818,,608.722,Eritrea,2000-12-01,,,707.891,706370812.289102,0.0452607412266317,7.27920207022089,,0.0584,0.00136711941104496,,58.314,53.848,,0.470165863037109,0.511625518798828,0.0182085967063904,3939348,0.17554999999999998,Africa,36000000.0,
0.0436,,5830.53,Ethiopia,2000-12-01,,,25242.464,8091384891.12591,0.0429951505980675,5.28173378819865,,0.08979999999999999,0.000152637672082567,0.108916666666667,53.18,51.347,0.000268946844777322,0.465653266906738,0.503399391174316,0.0309473347663879,66024199,0.1474,Africa,205000000.0,80000000.0
0.033729999999999996,,1052.429,Gabon,2000-12-01,,,1462.801,5067865502.79988,0.0285703115910371,118.145207801221,,0.0555,0.012161406182858901,0.22,60.926,58.509,0.0979170593548734,0.40623664855957003,0.5350710296630861,0.058692302703857405,1225527,0.80082,Africa,99000000.0,183000000.0
0.045316,,275.025,"Gambia, The",2000-12-01,,,,782913866.095892,0.044807669167382796,28.5472271139163,,0.0634,0.00921794919066406,0.24,56.485,53.92,0.00455705802843767,0.458847732543945,0.514012565612793,0.027139720916748,1228863,0.47868,Africa,,
0.034595999999999995,,6288.905,Ghana,2000-12-01,,,7736.136,4982849054.0291,0.048071065636681704,12.7240627036418,,0.06520000000000001,0.00153615297625799,,57.782,56.231,0.006908088452854851,0.414270629882813,0.555538024902344,0.0301913404464722,18825034,0.43929,Africa,357000000.0,162000000.0
0.042094,,1279.783,Guinea,2000-12-01,,,,2995360969.17427,0.056453680965788504,19.3341695806017,,0.1031,0.000954249236063846,0.19375,51.274,51.227,0.00481493067560868,0.44025699615478503,0.5254168319702149,0.0343261623382568,8746128,0.31017,Africa,7800000.0,13000000.0
0.041573,,146.68,Guinea-Bissau,2000-12-01,,,,361858968.13199,0.0493567436900883,16.209492780557,,0.1087,0.00230103170591588,,52.542,50.404,,0.435458068847656,0.533569145202637,0.0309727692604065,1273312,0.36654000000000003,Africa,,
0.038532,,10417.947,Kenya,2000-12-01,,,14055.299,12705350153.4012,0.046827381602001894,19.0173351167518,,0.0686,0.00318059713612037,0.223391666666667,53.906,51.825,0.0040723604405299004,0.44162296295166004,0.530752754211426,0.027624280452728297,31285050,0.19891999999999999,Africa,500000000.0,156000000.0
0.031459,,,Lesotho,2000-12-01,,,,771200632.484425,0.069152755823991,28.7306255448509,,0.08059999999999999,0.00211806070361977,0.171116666666667,47.646,46.742,0.011636520357176501,0.41225658416747996,0.542560844421387,0.045182561874389605,1856225,0.19548,Africa,18000000.0,195000000.0
0.042765,,436.373,Liberia,2000-12-01,,,,529064646.66383,0.0591313989768772,10.8176546461964,,0.1189,0.000177027057169472,0.20526666666666699,53.097,51.754,0.000518677938345099,0.432325668334961,0.536710624694824,0.0309636902809143,2891968,0.44331000000000004,Africa,,
0.022394999999999998,,47113.616,Libya,2000-12-01,,,15901.156,33896600870.7706,0.0344880480731558,252.31195262376,,0.024399999999999998,0.00187042622337565,0.07,73.658,70.355,0.007727699067942901,0.33283294677734404,0.628004608154297,0.039162433147430405,5176185,0.76346,Africa,84000000.0,495000000.0
